"X1","X2","X3"
395,"default",2006-11-16
1267,"default",2007-04-16
1451,"default",2007-04-16
1596,"default",2007-04-16
1599,"default",2007-04-16
1610,"default",2007-04-16
1706,"default",2007-05-16
1707,"default",2007-04-16
1782,"default",2007-06-16
1789,"default",2007-05-16
1916,"default",2007-05-16
1936,"default",2007-06-16
1963,"default",2007-05-16
1969,"default",2007-05-16
1970,"default",2007-05-16
1972,"default",2007-05-16
1983,"default",2007-06-16
2027,"default",2007-05-16
2031,"default",2007-05-16
2045,"default",2007-05-16
2065,"default",2007-05-16
2099,"default",2007-05-16
2107,"default",2007-05-16
2109,"default",2007-05-16
2131,"default",2007-05-16
2145,"default",2007-05-16
2213,"default",2007-05-16
2236,"default",2007-05-16
2237,"default",2007-05-16
2280,"default",2007-05-16
2308,"default",2007-05-16
2310,"default",2007-06-16
2312,"default",2007-05-16
2315,"default",2007-05-16
2318,"default",2007-05-16
2334,"default",2007-05-16
2335,"default",2007-05-16
2338,"default",2007-05-16
2339,"default",2007-05-16
2340,"default",2007-06-16
2561,"default",2007-05-16
2565,"default",2007-06-16
2720,"default",2007-06-16
2766,"default",2007-06-16
2848,"default",2007-06-16
2850,"default",2007-06-16
3063,"default",2007-07-16
3102,"default",2007-06-16
3233,"default",2007-06-16
3334,"default",2007-06-16
3337,"default",2007-06-16
3384,"default",2007-06-16
3513,"default",2007-06-16
3516,"default",2007-06-16
3517,"default",2007-06-16
3518,"default",2007-06-16
3597,"default",2007-06-16
3599,"default",2007-06-16
3786,"default",2007-07-16
3800,"default",2007-06-16
3815,"default",2007-07-16
3816,"default",2007-07-16
3858,"default",2007-07-16
3864,"default",2007-07-16
3867,"default",2007-07-16
3876,"default",2007-07-16
3877,"default",2007-07-16
3904,"default",2007-07-16
3905,"default",2007-07-16
3959,"default",2007-07-16
3967,"default",2007-07-16
3968,"default",2007-07-16
4107,"default",2007-07-16
4108,"default",2007-07-16
4314,"default",2007-07-16
4383,"default",2007-07-16
4385,"default",2007-07-16
4407,"default",2007-07-16
4424,"default",2007-07-16
4437,"default",2007-07-16
4439,"default",2007-07-16
4786,"default",2007-08-16
4792,"default",2007-08-16
4847,"default",2007-09-16
4854,"default",2007-09-16
4865,"default",2007-08-16
4925,"default",2007-08-16
4931,"default",2007-08-16
4981,"default",2007-08-16
4990,"default",2007-08-16
4993,"default",2007-08-16
5006,"default",2007-08-16
5154,"default",2007-08-16
5221,"default",2007-08-16
5222,"default",2007-08-16
5294,"default",2007-08-16
5295,"default",2007-08-16
5564,"default",2007-08-16
5717,"default",2007-09-16
5769,"default",2007-10-16
5812,"default",2007-08-16
5818,"default",2007-08-16
5857,"default",2007-09-16
5871,"default",2007-09-16
5944,"default",2007-09-16
5968,"default",2007-09-16
5983,"default",2007-09-16
5999,"default",2007-09-16
6078,"default",2007-08-16
6087,"default",2007-08-16
6093,"default",2007-09-16
6094,"default",2007-08-16
6178,"default",2007-09-16
6190,"default",2007-09-16
6219,"default",2007-09-16
6223,"default",2007-09-16
6366,"default",2007-09-16
6371,"default",2007-09-16
6375,"default",2007-09-16
6489,"default",2007-09-16
6671,"default",2007-09-16
6674,"default",2007-09-16
6839,"default",2007-09-16
6883,"default",2007-09-16
6885,"default",2007-09-16
6898,"default",2007-09-16
6928,"default",2007-09-16
6929,"default",2007-09-16
7128,"default",2007-09-16
7497,"default",2007-09-16
7501,"default",2007-09-16
7504,"default",2007-09-16
7510,"default",2007-09-16
7697,"default",2007-10-16
7703,"default",2007-10-16
7706,"default",2007-10-16
7720,"default",2007-11-16
7763,"default",2007-09-16
7768,"default",2007-09-16
7770,"default",2007-09-16
7779,"default",2007-09-16
7818,"default",2007-09-16
7823,"default",2007-09-16
7857,"default",2007-09-16
7870,"default",2007-09-16
7877,"default",2007-09-16
7882,"default",2007-09-16
7888,"default",2007-09-16
7933,"default",2007-09-16
7934,"default",2007-09-16
8066,"default",2007-10-16
8070,"default",2007-09-16
8072,"default",2007-09-16
8077,"default",2007-10-16
8080,"default",2007-10-16
8102,"default",2007-10-16
8176,"default",2007-09-16
8183,"default",2007-09-16
8184,"default",2007-09-16
8197,"default",2007-09-16
8204,"default",2007-09-16
8207,"default",2007-09-16
8212,"default",2007-09-16
8275,"default",2007-10-16
8290,"default",2007-10-16
8745,"default",2007-11-16
8814,"default",2007-10-16
8838,"default",2007-11-16
9037,"default",2007-11-16
9043,"default",2007-11-16
9352,"default",2007-10-16
9353,"default",2007-10-16
9355,"default",2007-10-16
9357,"default",2007-10-16
9361,"default",2007-10-16
9380,"default",2007-10-16
9439,"default",2007-10-16
9445,"default",2007-10-16
9447,"default",2007-11-16
9480,"default",2007-11-16
9485,"default",2007-10-16
9530,"default",2007-11-16
9531,"default",2007-10-16
9611,"default",2007-10-16
9613,"default",2007-10-16
9616,"default",2007-10-16
9623,"default",2007-10-16
9626,"default",2007-10-16
9711,"default",2007-10-16
9720,"default",2007-10-16
9724,"default",2007-10-16
9795,"default",2007-11-16
10077,"default",2007-12-16
10082,"default",2007-11-16
10167,"default",2007-11-16
10449,"default",2007-11-16
10457,"default",2007-11-16
10504,"default",2007-11-16
10656,"default",2007-11-16
10758,"default",2007-11-16
10796,"default",2007-12-16
10802,"default",2007-12-16
10829,"default",2007-11-16
11018,"default",2007-11-16
11021,"default",2007-11-16
11033,"default",2007-11-16
11113,"default",2007-11-16
11862,"default",2007-12-16
12081,"default",2007-12-16
12155,"default",2007-11-16
12177,"default",2007-11-16
12366,"default",2007-12-16
12417,"default",2007-12-16
12877,"default",2008-01-16
12937,"default",2008-01-16
12940,"default",2008-01-16
13086,"default",2007-12-16
13089,"default",2007-12-16
13101,"default",2008-01-16
13123,"default",2007-12-16
13195,"default",2007-12-16
13208,"default",2007-12-16
13395,"default",2007-12-16
13400,"default",2007-12-16
13606,"default",2007-12-16
13864,"default",2007-12-16
13876,"default",2007-12-16
14047,"default",2008-01-16
14136,"default",2007-12-16
14138,"default",2007-12-16
14389,"default",2008-01-16
14488,"default",2008-01-16
14540,"default",2008-01-16
14544,"default",2008-01-16
14772,"default",2008-01-16
15032,"default",2008-01-16
15049,"default",2008-01-16
15338,"default",2008-01-16
15343,"default",2008-01-16
15639,"default",2008-02-16
15667,"default",2008-02-16
15698,"default",2008-01-16
15746,"default",2008-02-16
15821,"default",2008-02-16
15822,"default",2008-02-16
15836,"default",2008-02-16
16259,"default",2008-02-16
16335,"default",2008-02-16
16581,"default",2008-02-16
16583,"default",2008-02-16
16592,"default",2008-02-16
16593,"default",2008-02-16
16616,"default",2008-03-16
16810,"default",2008-02-16
16920,"default",2008-02-16
16928,"default",2008-02-16
16961,"default",2008-02-16
16969,"default",2008-02-16
17202,"default",2008-02-16
17203,"default",2008-02-16
17301,"default",2008-02-16
17319,"default",2008-02-16
17320,"default",2008-02-16
17343,"default",2008-02-16
17345,"default",2008-02-16
17360,"default",2008-02-16
17364,"default",2008-02-16
17514,"default",2008-02-16
17523,"default",2008-02-16
17611,"default",2008-02-16
17820,"default",2008-02-16
17831,"default",2008-02-16
17937,"default",2008-02-16
17941,"default",2008-02-16
17946,"default",2008-02-16
17965,"default",2008-03-16
17997,"default",2008-03-16
18170,"default",2008-02-16
18256,"default",2008-02-16
18258,"default",2008-02-16
18358,"default",2008-02-16
18360,"default",2008-03-16
18375,"default",2008-03-16
18411,"default",2008-03-16
18420,"default",2008-03-16
18472,"default",2008-03-16
18570,"default",2008-03-16
18662,"default",2008-03-16
18669,"default",2008-03-16
18681,"default",2008-03-16
18947,"default",2008-03-16
18948,"default",2008-03-16
18953,"default",2008-04-16
18959,"default",2008-03-16
19770,"default",2008-03-16
19771,"default",2008-03-16
19775,"default",2008-03-16
19777,"default",2008-04-16
19963,"default",2008-03-16
19965,"default",2008-03-16
19972,"default",2008-03-16
19975,"default",2008-03-16
20317,"default",2008-03-16
20318,"default",2008-03-16
20319,"default",2008-03-16
20320,"default",2008-04-16
20325,"default",2008-03-16
20326,"default",2008-03-16
20737,"default",2008-03-16
20738,"default",2008-03-16
20739,"default",2008-03-16
20741,"default",2008-03-16
20743,"default",2008-03-16
20746,"default",2008-03-16
20747,"default",2008-03-16
20749,"default",2008-03-16
20770,"default",2008-03-16
20869,"default",2008-03-16
20872,"default",2008-03-16
20873,"default",2008-03-16
20876,"default",2008-03-16
20925,"default",2008-03-16
20926,"default",2008-03-16
21015,"default",2008-03-16
21166,"default",2008-04-16
21181,"default",2008-03-16
21201,"default",2008-04-16
21206,"default",2008-05-16
21207,"default",2008-04-16
21436,"default",2008-04-16
21497,"default",2008-05-16
21500,"default",2008-04-16
22038,"default",2008-07-16
22465,"default",2008-05-16
22476,"default",2008-05-16
22483,"default",2008-05-16
22532,"default",2008-04-16
22535,"default",2008-04-16
22558,"default",2008-05-16
22579,"default",2008-04-16
22580,"default",2008-04-16
22609,"default",2008-05-16
22760,"default",2008-05-16
22849,"default",2008-05-16
22942,"default",2008-05-16
23143,"default",2008-05-16
23502,"default",2008-04-16
23503,"default",2008-04-16
23504,"default",2008-04-16
23508,"default",2008-04-16
23511,"default",2008-04-16
23533,"default",2008-04-16
23537,"default",2008-04-16
23614,"default",2008-04-16
23628,"default",2008-06-16
23636,"default",2008-06-16
23660,"default",2008-06-16
23666,"default",2008-06-16
23676,"default",2008-06-16
23680,"default",2008-06-16
23882,"default",2008-04-16
23884,"default",2008-04-16
23889,"default",2008-05-16
23893,"default",2008-05-16
23898,"default",2008-05-16
23909,"default",2008-05-16
23962,"default",2008-04-16
23964,"default",2008-05-16
23965,"default",2008-05-16
23984,"default",2008-05-16
23985,"default",2008-05-16
23993,"default",2008-04-16
23995,"default",2008-05-16
23996,"default",2008-05-16
24432,"default",2008-06-16
24546,"default",2008-06-16
24549,"default",2008-06-16
24589,"default",2008-06-16
24591,"default",2008-06-16
24602,"default",2008-06-16
24934,"default",2008-06-16
24985,"default",2008-06-16
25116,"default",2008-06-16
25122,"default",2008-06-16
25251,"default",2008-06-16
25425,"default",2008-05-16
25427,"default",2008-05-16
25428,"default",2008-05-16
25438,"default",2008-05-16
25441,"default",2008-06-16
25449,"default",2008-05-16
25457,"default",2008-05-16
25471,"default",2008-05-16
25483,"default",2008-05-16
25489,"default",2008-05-16
25789,"default",2008-06-16
25806,"default",2008-06-16
25819,"default",2008-06-16
26032,"default",2008-06-16
26125,"default",2008-06-16
26141,"default",2008-05-16
26143,"default",2008-05-16
26159,"default",2008-05-16
26173,"default",2008-05-16
26263,"default",2008-05-16
26264,"default",2008-05-16
26288,"default",2008-05-16
26289,"default",2008-05-16
26292,"default",2008-05-16
26293,"default",2008-05-16
26295,"default",2008-05-16
26298,"default",2008-05-16
26299,"default",2008-05-16
26302,"default",2008-06-16
26306,"default",2008-05-16
26311,"default",2008-05-16
26312,"default",2008-06-16
26370,"default",2008-05-16
26415,"default",2008-05-16
26551,"default",2008-05-16
26552,"default",2008-05-16
26616,"default",2008-06-16
26722,"default",2008-05-16
26798,"default",2008-06-16
26928,"default",2008-06-16
26932,"default",2008-06-16
26953,"default",2008-07-16
26954,"default",2008-06-16
27042,"default",2008-06-16
27069,"default",2008-06-16
27074,"default",2008-06-16
27077,"default",2008-06-16
27089,"default",2008-06-16
27134,"default",2008-06-16
27135,"default",2008-06-16
27136,"default",2008-06-16
27137,"default",2008-06-16
27138,"default",2008-06-16
27433,"default",2008-06-16
27553,"default",2008-06-16
27654,"default",2008-06-16
27742,"default",2008-06-16
27813,"default",2008-07-16
27815,"default",2008-07-16
27965,"default",2008-07-16
27970,"default",2008-07-16
27998,"default",2008-07-16
28002,"default",2008-07-16
28012,"default",2008-07-16
28013,"default",2008-07-16
28018,"default",2008-07-16
28062,"default",2008-06-16
28148,"default",2008-07-16
28150,"default",2008-07-16
28163,"default",2008-07-16
28172,"default",2008-07-16
28197,"default",2008-07-16
28601,"default",2008-06-16
28732,"default",2008-07-16
28830,"default",2008-06-16
28870,"default",2008-06-16
28875,"default",2008-06-16
29028,"default",2008-06-16
29030,"default",2008-06-16
29033,"default",2008-06-16
29042,"default",2008-06-16
29161,"default",2008-06-16
29162,"default",2008-06-16
29236,"default",2008-07-16
29239,"default",2008-07-16
29244,"default",2008-06-16
29330,"default",2008-07-16
29333,"default",2008-07-16
29335,"default",2008-07-16
29336,"default",2008-07-16
30130,"default",2008-07-16
30342,"default",2008-06-16
30346,"default",2008-06-16
30735,"default",2008-06-16
30892,"default",2008-06-16
31151,"default",2008-08-16
34257,"default",2008-08-16
34580,"default",2008-07-16
34789,"default",2008-07-16
34791,"default",2008-08-16
34874,"default",2008-07-16
34889,"default",2008-08-16
34902,"default",2008-07-16
35236,"default",2008-07-16
35535,"default",2008-08-16
35567,"default",2008-08-16
35569,"default",2008-08-16
35570,"default",2008-07-16
35629,"default",2008-07-16
35879,"default",2008-10-16
36112,"default",2008-08-16
36120,"default",2008-08-16
36127,"default",2008-08-16
36259,"default",2008-10-16
36405,"default",2008-08-16
36452,"default",2008-08-16
36457,"default",2008-08-16
36458,"default",2008-08-16
36490,"default",2008-09-16
36495,"default",2008-09-16
36511,"default",2008-09-16
36539,"default",2008-09-16
36551,"default",2008-09-16
36987,"default",2008-09-16
37007,"default",2009-03-16
37008,"default",2009-04-16
37339,"default",2008-09-16
38893,"default",2009-02-16
38895,"default",2009-02-16
39111,"default",2008-10-16
39275,"default",2009-02-16
39371,"default",2008-10-16
39703,"default",2009-02-16
40613,"default",2008-09-16
40619,"default",2008-10-16
40621,"default",2008-09-16
40761,"default",2008-10-16
40765,"default",2008-10-16
40786,"default",2009-04-16
40953,"default",2008-10-16
40960,"default",2008-10-16
40972,"default",2008-10-16
41196,"default",2008-09-16
41228,"default",2008-10-16
41564,"default",2008-10-16
41626,"default",2008-10-16
41996,"default",2009-03-16
42572,"default",2008-11-16
42573,"default",2008-11-16
42718,"default",2008-10-16
43232,"default",2008-11-16
43272,"default",2008-10-16
43431,"default",2008-10-16
44387,"default",2009-04-16
44991,"not default",NA
46178,"default",2009-04-16
47242,"default",2009-04-16
47281,"default",2009-01-16
47294,"default",2008-12-16
47706,"default",2008-12-16
47708,"default",2009-01-16
48064,"default",2008-12-16
48522,"not default",NA
48909,"not default",NA
48929,"not default",NA
49759,"default",2008-12-16
49840,"not default",NA
50109,"default",2009-01-16
50608,"not default",NA
52306,"not default",NA
52384,"not default",NA
52483,"not default",NA
52768,"not default",NA
53187,"not default",NA
53289,"not default",NA
53306,"not default",NA
53768,"not default",NA
53936,"not default",NA
53997,"not default",NA
53998,"not default",NA
54001,"not default",NA
55511,"not default",NA
55512,"not default",NA
55640,"not default",NA
56993,"not default",NA
57536,"not default",NA
57541,"not default",NA
57586,"default",2009-05-16
57815,"not default",NA
57826,"not default",NA
57827,"not default",NA
58503,"not default",NA
58511,"not default",NA
59267,"default",2009-04-16
59440,"default",2009-04-16
59575,"default",2009-05-16
60702,"not default",NA
60720,"not default",NA
61543,"default",2009-05-16
62128,"default",2009-05-16
63251,"default",2009-05-16
63456,"default",2009-05-16
63947,"default",2009-05-16
63998,"default",2009-04-16
64240,"default",2009-06-01
64507,"default",2009-03-16
64608,"default",2009-05-16
65691,"default",2009-04-16
66172,"default",2009-05-16
66174,"default",2009-05-16
66206,"default",2009-05-16
66226,"default",2009-05-16
66227,"default",2009-05-16
66228,"default",2009-05-16
66331,"default",2009-05-16
66673,"default",2009-05-16
66739,"default",2009-05-16
66864,"default",2009-05-16
67050,"default",2009-05-16
67062,"default",2009-05-16
67176,"default",2009-05-16
67312,"default",2009-05-16
68185,"default",2009-05-16
68251,"default",2009-05-16
69072,"default",2009-05-16
69204,"default",2009-05-16
69275,"default",2009-05-16
69281,"default",2009-05-16
69443,"default",2009-05-16
69447,"default",2009-05-16
69508,"default",2009-05-16
69517,"default",2009-05-16
69519,"default",2009-05-16
69668,"default",2009-05-16
70288,"default",2009-06-01
70290,"default",2009-06-01
70400,"default",2009-06-01
70402,"default",2009-06-01
70886,"default",2009-05-16
70887,"default",2009-05-16
71409,"default",2009-05-16
72822,"default",2010-03-01
73043,"default",2009-03-16
73419,"default",2009-09-01
73431,"not default",NA
73437,"not default",NA
74439,"default",2009-07-01
74467,"default",2009-07-01
74582,"default",2009-03-16
74589,"default",2009-03-16
74593,"default",2009-03-16
74767,"default",2009-03-16
74814,"default",2009-03-16
74931,"default",2009-03-16
75665,"default",2009-09-01
75778,"default",2009-07-01
76430,"default",2009-03-16
76473,"default",2009-06-01
76518,"default",2009-08-01
76791,"not default",NA
77570,"default",2009-12-01
78143,"default",2009-08-01
78161,"default",2009-03-16
78406,"not default",NA
78456,"default",2009-03-16
78729,"not default",NA
78847,"default",2009-03-16
80203,"default",2009-07-01
80597,"default",2010-08-01
80654,"default",2009-09-01
80657,"not default",NA
80786,"default",2009-06-01
81688,"default",2009-06-01
82740,"not default",NA
83576,"default",2009-12-01
83984,"default",2009-10-01
83985,"default",2009-08-01
84887,"default",2010-08-01
84899,"not default",NA
84903,"not default",NA
84909,"not default",NA
85008,"not default",NA
85014,"not default",NA
85068,"not default",NA
85070,"default",2010-08-01
85104,"not default",NA
85114,"default",2010-08-01
85116,"default",2010-08-01
85253,"default",2010-11-01
85260,"default",2010-11-01
85286,"default",2010-11-01
85290,"default",2010-11-01
85307,"default",2010-11-01
85430,"default",2010-11-01
85465,"not default",NA
85527,"not default",NA
85812,"default",2010-11-01
85817,"default",2009-09-01
85820,"default",2009-09-01
85823,"default",2010-11-01
85868,"default",2010-11-01
87498,"default",2010-01-01
88565,"not default",NA
88748,"not default",NA
89050,"default",2010-11-01
89077,"default",2010-11-01
89184,"not default",NA
89368,"not default",NA
89407,"default",2010-11-01
89420,"default",2010-11-01
89427,"default",2010-11-01
89540,"default",2010-11-01
89714,"not default",NA
89720,"default",2010-11-01
89843,"not default",NA
89915,"default",2010-11-01
89922,"default",2010-11-01
90097,"default",2010-11-01
90109,"default",2010-11-01
90178,"default",2010-11-01
90279,"not default",NA
90296,"not default",NA
90322,"default",2010-08-01
90437,"default",2010-11-01
91229,"default",2010-07-01
91352,"default",2010-08-01
91543,"default",2009-12-01
91637,"default",2009-09-01
91906,"default",2009-10-01
91908,"default",2009-09-01
91911,"default",2010-04-01
93171,"default",2009-12-01
94771,"not default",NA
94789,"not default",NA
94837,"default",2010-11-01
94864,"default",2010-11-01
95135,"not default",NA
95174,"not default",NA
95299,"default",2010-08-01
95360,"not default",NA
95524,"default",2010-11-01
95544,"default",2010-08-01
95552,"default",2010-11-01
95746,"default",2010-11-01
95788,"default",2010-11-01
95791,"default",2010-11-01
95877,"not default",NA
95909,"not default",NA
95920,"default",2010-11-01
96119,"default",2010-11-01
96133,"default",2010-11-01
96262,"not default",NA
96558,"default",2010-11-01
96661,"not default",NA
96667,"not default",NA
96672,"not default",NA
96764,"default",2009-10-01
96999,"not default",NA
97051,"default",2009-12-01
97313,"default",2010-02-01
97314,"default",2009-10-01
100116,"default",2010-11-01
100182,"default",2010-08-01
100184,"default",2010-11-01
100713,"default",2010-08-01
100855,"default",2010-11-01
100964,"default",2010-11-01
100977,"default",2010-06-01
100988,"default",2010-11-01
100989,"default",2010-06-01
100998,"default",2010-11-01
101009,"default",2010-06-01
101114,"default",2010-01-01
102014,"default",2010-03-01
102187,"not default",NA
102190,"not default",NA
102195,"not default",NA
102206,"not default",NA
102208,"not default",NA
102209,"default",2010-12-01
102210,"not default",NA
102213,"default",2009-10-01
102214,"not default",NA
102216,"not default",NA
102328,"default",2010-02-01
102875,"not default",NA
103202,"not default",NA
103752,"not default",NA
103769,"not default",NA
103777,"default",2011-10-01
104245,"default",2010-01-01
104302,"not default",NA
105356,"default",2009-10-01
105837,"default",2010-01-01
106791,"not default",NA
108113,"not default",NA
108115,"not default",NA
108136,"not default",NA
108138,"default",2011-01-01
108339,"default",2010-06-01
108353,"not default",NA
108360,"not default",NA
108371,"not default",NA
108373,"default",2011-01-01
108377,"not default",NA
108385,"default",2010-12-01
108393,"default",2011-01-01
108568,"default",2010-07-01
108594,"not default",NA
108598,"not default",NA
109497,"default",2011-10-01
111199,"default",2011-09-01
111204,"default",2011-10-01
113140,"default",2011-10-01
113210,"default",2010-03-01
113776,"not default",NA
113783,"not default",NA
113784,"not default",NA
113786,"not default",NA
113789,"not default",NA
113791,"default",2010-02-01
113795,"default",2012-05-01
113796,"default",2010-03-01
113824,"default",2011-10-01
113826,"not default",NA
114104,"default",2010-04-01
114118,"not default",NA
114238,"default",2010-04-01
114266,"default",2010-05-01
114280,"default",2010-12-01
114345,"not default",NA
114450,"default",2011-01-01
114454,"not default",NA
114461,"default",2011-01-01
114466,"not default",NA
114536,"default",2011-01-01
114539,"not default",NA
114541,"default",2011-01-01
114548,"default",2011-01-01
114550,"default",2011-01-01
114552,"default",2011-01-01
114554,"default",2011-01-01
114559,"default",2011-01-01
114561,"default",2011-01-01
114666,"default",2011-10-01
115286,"default",2011-01-01
115293,"not default",NA
115297,"not default",NA
115398,"default",2010-08-01
115414,"default",2010-08-01
115417,"default",2010-08-01
115463,"default",2010-08-01
115496,"default",2010-08-01
115536,"default",2010-08-01
115565,"default",2010-08-01
115601,"default",2010-08-01
115673,"default",2010-08-01
115804,"default",2011-10-01
115813,"default",2011-10-01
115895,"default",2011-01-01
115913,"default",2010-06-01
115927,"default",2011-01-01
115933,"default",2011-01-01
115936,"default",2011-01-01
116110,"default",2011-10-01
116392,"default",2011-01-01
116666,"default",2010-06-01
116987,"default",2010-12-01
117094,"not default",NA
118014,"default",2010-03-01
118882,"default",2010-01-01
119747,"default",2010-08-01
120870,"default",2012-05-01
121436,"default",2010-07-01
121494,"default",2010-08-01
121499,"default",2010-08-01
121504,"default",2010-08-01
121545,"default",2011-09-01
121657,"default",2010-04-01
121973,"default",2010-08-01
122084,"default",2010-08-01
122099,"default",2010-08-01
122147,"default",2011-01-01
122180,"not default",NA
122189,"default",2010-11-01
122235,"default",2010-11-01
122237,"default",2012-08-01
122242,"default",2011-01-01
122245,"not default",NA
122421,"default",2010-08-01
122494,"default",2010-08-01
122508,"default",2010-08-01
122520,"default",2010-08-01
122580,"not default",NA
122622,"default",2010-08-01
122646,"default",2010-08-01
122651,"default",2010-08-01
122656,"default",2010-08-01
122664,"default",2010-08-01
122675,"not default",NA
122679,"not default",NA
123028,"not default",NA
123033,"not default",NA
123619,"not default",NA
124480,"not default",NA
124697,"not default",NA
125198,"default",2012-07-01
125455,"default",2010-04-01
125485,"default",2012-08-01
125487,"default",2012-08-01
125500,"not default",NA
125519,"not default",NA
125534,"not default",NA
125537,"not default",NA
125689,"not default",NA
125699,"not default",NA
125714,"not default",NA
125716,"not default",NA
125718,"default",2010-06-01
126015,"default",2010-05-01
126020,"not default",NA
126023,"default",2010-08-01
126042,"default",2011-07-01
126551,"default",2011-09-01
127360,"default",2011-10-01
128335,"not default",NA
128497,"default",2010-08-01
128514,"default",2010-08-01
128613,"not default",NA
128627,"not default",NA
128649,"not default",NA
128651,"not default",NA
128668,"default",2010-12-01
128673,"not default",NA
128692,"not default",NA
128698,"not default",NA
128702,"not default",NA
128709,"not default",NA
128719,"not default",NA
128720,"not default",NA
128803,"default",2010-08-01
128843,"not default",NA
128848,"not default",NA
128857,"not default",NA
128914,"not default",NA
128937,"not default",NA
129235,"not default",NA
129239,"not default",NA
129243,"not default",NA
129255,"not default",NA
129327,"not default",NA
129338,"not default",NA
129342,"default",2012-08-01
129349,"default",2012-08-01
129500,"default",2010-08-01
129505,"default",2010-08-01
129510,"default",2010-08-01
129513,"default",2010-08-01
129524,"default",2010-08-01
129645,"default",2010-08-01
129655,"default",2010-08-01
129993,"default",2010-07-01
130883,"default",2010-08-01
130891,"default",2009-11-01
130909,"default",2009-11-01
130934,"default",2009-11-01
131537,"default",2010-03-01
131690,"default",2010-04-01
131911,"default",2010-06-01
132046,"default",2011-10-01
132520,"not default",NA
132941,"not default",NA
133782,"default",2011-10-01
133785,"default",2011-10-01
134072,"default",2010-06-01
134078,"default",2010-06-01
135129,"default",2010-02-01
135169,"not default",NA
135185,"default",2011-01-01
135192,"not default",NA
135210,"default",2011-01-01
135249,"default",2011-01-01
135256,"default",2011-01-01
135263,"not default",NA
135267,"default",2011-01-01
135276,"default",2011-01-01
135277,"default",2011-01-01
135281,"default",2011-01-01
135296,"default",2010-12-01
135771,"default",2011-01-01
135776,"not default",NA
135778,"default",2011-01-01
135793,"not default",NA
135919,"default",2012-08-01
136208,"default",2012-08-01
136484,"default",2009-12-01
136668,"default",2010-04-01
136743,"default",2010-08-01
136879,"default",2011-01-01
136880,"default",2011-01-01
137018,"default",2010-08-01
137569,"default",2010-10-01
137571,"default",2010-10-01
137579,"default",2009-12-01
137674,"default",2010-08-01
138185,"default",2012-08-01
138213,"default",2009-12-01
138214,"default",2009-12-01
138218,"not default",NA
138243,"not default",NA
138321,"default",2010-10-01
138323,"not default",NA
138713,"default",2010-11-01
138718,"default",2010-11-01
139545,"default",2010-04-01
140307,"default",2012-08-01
140657,"default",2010-11-01
140695,"default",2010-11-01
140823,"default",2010-12-01
140977,"default",2010-08-01
140979,"default",2010-08-01
141000,"default",2010-08-01
141005,"default",2010-08-01
141012,"default",2010-08-01
141016,"default",2010-08-01
141020,"default",2010-08-01
141229,"not default",NA
141241,"default",2010-11-01
141278,"default",2010-11-01
141291,"default",2010-11-01
141378,"default",2010-11-01
141382,"default",2010-11-01
141556,"default",2010-08-01
141564,"default",2010-08-01
141687,"not default",NA
141693,"not default",NA
141694,"default",2010-11-01
141695,"not default",NA
142210,"default",2010-10-01
142214,"default",2010-10-01
142216,"default",2010-10-01
142234,"default",2010-10-01
142425,"default",2010-11-01
142443,"default",2011-10-01
142537,"default",2010-10-01
142539,"default",2010-10-01
142541,"default",2010-10-01
142549,"default",2010-10-01
142682,"default",2010-10-01
142750,"not default",NA
142864,"default",2010-10-01
143241,"default",2010-08-01
143388,"default",2010-08-01
143419,"default",2010-11-01
143422,"default",2010-10-01
143423,"default",2010-08-01
143424,"default",2010-10-01
143426,"default",2010-12-01
143428,"default",2010-10-01
143455,"default",2010-12-01
143459,"default",2010-12-01
143484,"default",2010-11-01
143495,"default",2010-10-01
143499,"default",2010-10-01
143523,"default",2010-11-01
144227,"default",2012-08-01
144279,"default",2010-01-01
144283,"default",2010-01-01
144292,"default",2012-07-01
144302,"default",2010-03-01
144317,"default",2010-01-01
144323,"default",2010-01-01
144339,"not default",NA
144340,"default",2012-08-01
144348,"not default",NA
144356,"default",2010-09-01
144358,"default",2010-09-01
144378,"default",2010-09-01
144380,"default",2010-09-01
144425,"default",2012-08-01
144659,"default",2012-08-01
145550,"default",2010-09-01
145566,"default",2010-10-01
145600,"default",2012-08-01
145603,"default",2012-08-01
146208,"default",2010-10-01
146242,"default",2012-08-01
146324,"not default",NA
146581,"default",2010-10-01
146618,"default",2010-06-01
146642,"default",2010-09-01
147058,"default",2010-09-01
147186,"default",2010-06-01
147193,"not default",NA
147728,"not default",NA
148475,"default",2010-10-01
148837,"default",2010-05-01
148980,"not default",NA
149021,"default",2011-06-01
149037,"default",2010-12-01
149166,"not default",NA
149173,"default",2010-06-01
149436,"default",2011-06-01
149451,"default",2011-06-01
149455,"default",2010-12-01
149473,"default",2010-04-01
149542,"default",2012-08-01
149543,"default",2010-12-01
149553,"default",2010-10-01
149568,"default",2010-10-01
149664,"default",2010-10-01
149673,"default",2011-09-01
149700,"default",2010-10-01
149862,"default",2011-10-01
150324,"default",2010-08-01
150352,"default",2010-08-01
150356,"default",2010-08-01
151087,"default",2010-10-01
151147,"default",2010-08-01
151386,"default",2010-08-01
151481,"default",2010-09-01
151489,"default",2010-09-01
151492,"default",2010-09-01
151791,"default",2010-03-01
151802,"default",2010-03-01
151876,"not default",NA
152234,"default",2010-08-01
152248,"default",2010-08-01
152251,"default",2010-08-01
152254,"default",2010-08-01
