"","X1","X2","X3"
"16864",84467,"paid",2010-03-01
"16865",84483,"paid",2009-10-01
"16866",84486,"paid",2009-10-01
"16867",84497,"paid",2009-10-01
"16868",84498,"paid",2010-03-01
"16869",84502,"paid",2010-02-01
"16870",84507,"paid",2010-02-01
"16871",84513,"not paid",NA
"16872",84514,"paid",2010-09-01
"16873",84519,"not paid",NA
"16874",84528,"paid",2010-03-01
"16875",84529,"paid",2010-03-01
"16876",84538,"paid",2010-01-01
"16877",84545,"paid",2010-03-01
"16878",84546,"paid",2010-02-01
"16879",84552,"paid",2010-07-01
"16880",84554,"paid",2010-07-01
"16881",84555,"paid",2010-07-01
"16882",84559,"paid",2010-07-01
"16883",84560,"paid",2010-07-01
"16884",84562,"paid",2010-07-01
"16885",84564,"paid",2010-07-01
"16886",84565,"paid",2010-07-01
"16887",84566,"paid",2010-07-01
"16888",84567,"paid",2010-07-01
"16889",84577,"paid",2010-01-01
"16890",84579,"paid",2010-03-01
"16891",84580,"paid",2010-03-01
"16892",84582,"paid",2010-01-01
"16893",84586,"paid",2010-03-01
"16894",84587,"paid",2009-10-01
"16895",84589,"paid",2010-03-01
"16896",84592,"paid",2010-07-01
"16897",84595,"paid",2010-07-01
"16898",84596,"paid",2010-07-01
"16899",84597,"paid",2009-12-01
"16900",84598,"paid",2010-07-01
"16901",84605,"paid",2010-07-01
"16902",84613,"not paid",NA
"16903",84614,"paid",2010-03-01
"16904",84619,"not paid",NA
"16905",84624,"not paid",NA
"16906",84628,"not paid",NA
"16907",84630,"not paid",NA
"16908",84635,"paid",2010-02-01
"16909",84636,"paid",2010-03-01
"16910",84643,"paid",2009-07-01
"16911",84648,"paid",2009-10-01
"16912",84650,"paid",2009-09-01
"16913",84652,"paid",2010-03-01
"16914",84655,"paid",2009-10-01
"16915",84656,"paid",2009-11-01
"16916",84662,"paid",2009-11-01
"16917",84668,"paid",2009-07-01
"16918",84669,"paid",2009-07-01
"16919",84672,"paid",2009-10-01
"16920",84674,"paid",2009-11-01
"16921",84675,"paid",2009-11-01
"16922",84676,"paid",2009-11-01
"16923",84678,"paid",2010-03-01
"16924",84680,"paid",2009-11-01
"16925",84689,"paid",2009-11-01
"16926",84690,"paid",2010-02-01
"16927",84691,"paid",2010-01-01
"16928",84692,"paid",2009-06-01
"16929",84696,"paid",2010-03-01
"16930",84707,"paid",2010-03-01
"16931",84713,"paid",2010-01-01
"16932",84722,"not paid",NA
"16933",84726,"not paid",NA
"16934",84728,"paid",2010-03-01
"16935",84731,"paid",2010-02-01
"16936",84737,"paid",2011-05-01
"16937",84738,"not paid",NA
"16938",84745,"not paid",NA
"16939",84747,"paid",2009-11-01
"16940",84757,"not paid",NA
"16941",84759,"paid",2010-08-01
"16942",84762,"paid",2010-09-01
"16943",84765,"paid",2010-03-01
"16944",84769,"paid",2010-01-01
"16945",84770,"paid",2010-02-01
"16946",84772,"paid",2009-07-01
"16947",84777,"paid",2010-03-01
"16948",84779,"paid",2009-07-01
"16949",84786,"paid",2010-02-01
"16950",84791,"paid",2010-03-01
"16951",84792,"not paid",NA
"16952",84797,"not paid",NA
"16953",84800,"paid",2009-07-01
"16954",84802,"paid",2010-06-01
"16955",84805,"not paid",NA
"16956",84808,"not paid",NA
"16957",84810,"paid",2010-01-01
"16958",84816,"paid",2009-08-01
"16959",84820,"paid",2010-01-01
"16960",84825,"paid",2010-05-01
"16961",84828,"paid",2010-05-01
"16962",84833,"paid",2009-12-01
"16963",84836,"paid",2010-03-01
"16964",84837,"paid",2010-03-01
"16965",84838,"paid",2009-12-01
"16966",84839,"paid",2010-03-01
"16967",84841,"paid",2010-03-01
"16968",84844,"paid",2009-12-01
"16969",84846,"paid",2009-12-01
"16970",84847,"not paid",NA
"16971",84849,"paid",2009-12-01
"16972",84851,"paid",2009-08-01
"16973",84852,"paid",2009-12-01
"16974",84858,"paid",2010-03-01
"16975",84860,"paid",2010-03-01
"16976",84863,"paid",2009-12-01
"16977",84866,"paid",2010-03-01
"16978",84867,"paid",2010-03-01
"16979",84868,"paid",2010-03-01
"16980",84869,"paid",2010-03-01
"16981",84878,"paid",2009-08-01
"16982",84881,"paid",2010-04-01
"16983",84887,"not paid",NA
"16984",84890,"paid",2009-07-01
"16985",84891,"paid",2010-05-01
"16986",84893,"paid",2010-06-01
"16987",84894,"paid",2010-08-01
"16988",84896,"paid",2009-10-01
"16989",84897,"paid",2010-05-01
"16990",84898,"paid",2009-10-01
"16991",84899,"not paid",NA
"16992",84903,"not paid",NA
"16993",84909,"not paid",NA
"16994",84914,"paid",2009-07-01
"16995",84916,"paid",2009-07-01
"16996",84925,"paid",2010-04-01
"16997",84928,"paid",2010-02-01
"16998",84932,"paid",2010-03-01
"16999",84935,"paid",2009-09-01
"17000",84936,"paid",2010-03-01
"17001",84937,"paid",2009-08-01
"17002",84939,"paid",2009-09-01
"17003",84940,"paid",2010-03-01
"17004",84947,"paid",2010-03-01
"17005",84948,"paid",2010-09-01
"17006",84968,"paid",2010-03-01
"17007",84974,"paid",2010-03-01
"17008",84975,"paid",2010-09-01
"17009",84976,"paid",2010-09-01
"17010",84982,"paid",2010-03-01
"17011",84992,"paid",2010-01-01
"17012",85002,"paid",2010-04-01
"17013",85006,"paid",2010-07-01
"17014",85008,"not paid",NA
"17015",85014,"not paid",NA
"17016",85024,"paid",2010-08-01
"17017",85048,"not paid",NA
"17018",85051,"paid",2009-10-01
"17019",85052,"paid",2009-10-01
"17020",85053,"paid",2010-03-01
"17021",85054,"paid",2010-03-01
"17022",85055,"not paid",NA
"17023",85056,"not paid",NA
"17024",85057,"paid",2010-02-01
"17025",85060,"not paid",NA
"17026",85065,"paid",2009-12-01
"17027",85066,"not paid",NA
"17028",85067,"paid",2009-12-01
"17029",85068,"not paid",NA
"17030",85069,"not paid",NA
"17031",85070,"not paid",NA
"17032",85073,"paid",2009-12-01
"17033",85075,"not paid",NA
"17034",85076,"not paid",NA
"17035",85077,"paid",2009-12-01
"17036",85079,"paid",2010-03-01
"17037",85087,"paid",2010-03-01
"17038",85096,"paid",2010-02-01
"17039",85104,"not paid",NA
"17040",85105,"paid",2009-07-01
"17041",85106,"paid",2009-07-01
"17042",85107,"paid",2009-07-01
"17043",85111,"paid",2010-04-01
"17044",85112,"paid",2010-03-01
"17045",85114,"not paid",NA
"17046",85116,"not paid",NA
"17047",85120,"paid",2010-03-01
"17048",85144,"paid",2010-09-01
"17049",85154,"paid",2010-09-01
"17050",85159,"paid",2010-09-01
"17051",85162,"paid",2010-09-01
"17052",85166,"paid",2010-09-01
"17053",85168,"paid",2010-02-01
"17054",85192,"paid",2010-03-01
"17055",85200,"paid",2009-08-01
"17056",85226,"paid",2010-03-01
"17057",85234,"paid",2010-08-01
"17058",85241,"paid",2009-08-01
"17059",85242,"paid",2009-08-01
"17060",85243,"paid",2009-08-01
"17061",85245,"paid",2009-08-01
"17062",85247,"paid",2009-12-01
"17063",85253,"not paid",NA
"17064",85260,"not paid",NA
"17065",85261,"paid",2010-02-01
"17066",85262,"not paid",NA
"17067",85265,"paid",2009-07-01
"17068",85267,"paid",2010-03-01
"17069",85275,"paid",2010-02-01
"17070",85277,"paid",2009-08-01
"17071",85286,"not paid",NA
"17072",85290,"not paid",NA
"17073",85291,"paid",2009-08-01
"17074",85293,"paid",2010-05-01
"17075",85306,"paid",2009-09-01
"17076",85307,"not paid",NA
"17077",85308,"paid",2010-01-01
"17078",85311,"paid",2010-03-01
"17079",85314,"paid",2009-09-01
"17080",85322,"paid",2009-07-01
"17081",85323,"paid",2009-06-01
"17082",85325,"paid",2009-08-01
"17083",85327,"paid",2009-08-01
"17084",85336,"paid",2010-09-01
"17085",85348,"paid",2010-09-01
"17086",85352,"paid",2010-09-01
"17087",85383,"paid",2010-09-01
"17088",85384,"paid",2010-04-01
"17089",85385,"paid",2009-07-01
"17090",85387,"paid",2009-07-01
"17091",85390,"paid",2010-04-01
"17092",85394,"paid",2009-07-01
"17093",85403,"paid",2010-04-01
"17094",85410,"paid",2009-12-01
"17095",85414,"paid",2010-03-01
"17096",85415,"paid",2010-03-01
"17097",85421,"paid",2009-11-01
"17098",85423,"paid",2009-11-01
"17099",85424,"paid",2010-02-01
"17100",85428,"paid",2009-12-01
"17101",85429,"paid",2009-07-01
"17102",85430,"not paid",NA
"17103",85431,"paid",2009-07-01
"17104",85438,"paid",2009-07-01
"17105",85441,"paid",2009-12-01
"17106",85456,"paid",2009-07-01
"17107",85460,"paid",2009-09-01
"17108",85465,"not paid",NA
"17109",85469,"paid",2009-06-01
"17110",85483,"paid",2009-07-01
"17111",85492,"paid",2009-09-01
"17112",85497,"paid",2009-09-01
"17113",85501,"paid",2011-02-01
"17114",85507,"paid",2009-09-01
"17115",85509,"paid",2009-09-01
"17116",85513,"paid",2009-08-01
"17117",85515,"paid",2009-06-01
"17118",85524,"paid",2009-09-01
"17119",85526,"paid",2009-06-01
"17120",85527,"not paid",NA
"17121",85529,"paid",2009-09-01
"17122",85531,"paid",2009-06-01
"17123",85536,"paid",2010-03-01
"17124",85540,"paid",2009-09-01
"17125",85543,"paid",2010-03-01
"17126",85548,"not paid",NA
"17127",85558,"not paid",NA
"17128",85559,"not paid",NA
"17129",85562,"paid",2010-03-01
"17130",85581,"paid",2009-06-01
"17131",85583,"paid",2009-06-01
"17132",85586,"paid",2009-07-01
"17133",85588,"not paid",NA
"17134",85590,"paid",2009-08-01
"17135",85592,"paid",2009-09-01
"17136",85596,"paid",2009-08-01
"17137",85598,"paid",2009-07-01
"17138",85606,"paid",2010-02-01
"17139",85607,"paid",2009-10-01
"17140",85608,"paid",2009-05-16
"17141",85610,"paid",2009-05-16
"17142",85615,"paid",2009-08-01
"17143",85620,"paid",2010-03-01
"17144",85642,"paid",2010-01-01
"17145",85650,"paid",2009-07-01
"17146",85652,"paid",2009-12-01
"17147",85653,"paid",2009-12-01
"17148",85654,"paid",2010-03-01
"17149",85690,"not paid",NA
"17150",85693,"paid",2009-09-01
"17151",85694,"paid",2009-11-01
"17152",85698,"paid",2009-12-01
"17153",85699,"not paid",NA
"17154",85706,"paid",2010-04-01
"17155",85708,"paid",2009-11-01
"17156",85709,"paid",2010-03-01
"17157",85723,"not paid",NA
"17158",85725,"paid",2010-09-01
"17159",85731,"paid",2010-03-01
"17160",85738,"paid",2010-09-01
"17161",85741,"paid",2010-09-01
"17162",85747,"paid",2010-02-01
"17163",85759,"paid",2010-03-01
"17164",85762,"paid",2009-09-01
"17165",85767,"paid",2010-03-01
"17166",85769,"paid",2010-03-01
"17167",85775,"paid",2010-03-01
"17168",85776,"paid",2010-03-01
"17169",85782,"paid",2010-01-01
"17170",85783,"paid",2010-01-01
"17171",85785,"not paid",NA
"17172",85787,"paid",2010-01-01
"17173",85788,"paid",2010-03-01
"17174",85791,"paid",2010-03-01
"17175",85792,"paid",2009-12-01
"17176",85794,"paid",2010-03-01
"17177",85797,"paid",2010-03-01
"17178",85807,"not paid",NA
"17179",85812,"not paid",NA
"17180",85816,"paid",2009-12-01
"17181",85817,"not paid",NA
"17182",85819,"not paid",NA
"17183",85820,"not paid",NA
"17184",85822,"paid",2009-12-01
"17185",85823,"not paid",NA
"17186",85828,"paid",2010-03-01
"17187",85838,"paid",2009-11-01
"17188",85839,"paid",2010-01-01
"17189",85850,"paid",2010-02-01
"17190",85856,"not paid",NA
"17191",85858,"paid",2009-12-01
"17192",85859,"paid",2009-12-01
"17193",85863,"paid",2009-09-01
"17194",85864,"paid",2009-12-01
"17195",85868,"not paid",NA
"17196",85875,"paid",2009-11-01
"17197",85878,"paid",2009-11-01
"17198",85881,"paid",2009-11-01
"17199",85883,"paid",2009-06-01
"17200",85889,"paid",2009-12-01
"17201",85892,"paid",2010-03-01
"17202",85895,"paid",2010-04-01
"17203",85896,"paid",2010-02-01
"17204",85898,"paid",2010-04-01
"17205",85899,"paid",2009-10-01
"17206",85904,"paid",2009-07-01
"17207",85905,"paid",2009-07-01
"17208",85909,"not paid",NA
"17209",85910,"paid",2009-09-01
"17210",85912,"paid",2009-08-01
"17211",85914,"paid",2009-08-01
"17212",85915,"paid",2009-07-01
"17213",85917,"paid",2009-07-01
"17214",85918,"paid",2009-09-01
"17215",85924,"paid",2009-09-01
"17216",85933,"paid",2010-02-01
"17217",85947,"paid",2010-03-01
"17218",85948,"paid",2010-03-01
"17219",85949,"paid",2009-09-01
"17220",85951,"paid",2009-12-01
"17221",85953,"paid",2010-03-01
"17222",85961,"paid",2010-01-01
"17223",85963,"paid",2009-09-01
"17224",85967,"paid",2010-02-01
"17225",85968,"not paid",NA
"17226",85972,"paid",2009-11-01
"17227",85975,"paid",2009-09-01
"17228",85976,"paid",2011-06-01
"17229",85977,"not paid",NA
"17230",85979,"paid",2009-11-01
"17231",85980,"paid",2010-01-01
"17232",85985,"paid",2009-09-01
"17233",85990,"paid",2010-03-01
"17234",85994,"paid",2009-11-01
"17235",85996,"paid",2009-09-01
"17236",86001,"paid",2010-09-01
"17237",86002,"paid",2010-09-01
"17238",86007,"paid",2010-01-01
"17239",86008,"paid",2010-03-01
"17240",86011,"paid",2010-03-01
"17241",86012,"paid",2009-11-01
"17242",86018,"paid",2010-09-01
"17243",86026,"not paid",NA
"17244",86033,"paid",2009-12-01
"17245",86035,"paid",2009-09-01
"17246",86040,"paid",2009-09-01
"17247",86044,"paid",2009-12-01
"17248",86045,"paid",2009-12-01
"17249",86047,"paid",2010-01-01
"17250",86050,"paid",2009-09-01
"17251",86051,"paid",2009-09-01
"17252",86059,"paid",2010-03-01
"17253",86060,"paid",2010-01-01
"17254",86061,"paid",2010-01-01
"17255",86063,"paid",2010-03-01
"17256",86081,"paid",2009-09-01
"17257",86082,"paid",2009-12-01
"17258",86083,"not paid",NA
"17259",86084,"paid",2009-09-01
"17260",86091,"paid",2009-11-01
"17261",86097,"paid",2010-03-01
"17262",86105,"paid",2010-03-01
"17263",86109,"paid",2010-06-01
"17264",86115,"not paid",NA
"17265",86118,"paid",2009-12-01
"17266",86121,"paid",2009-09-01
"17267",86132,"paid",2009-08-01
"17268",86134,"paid",2010-03-01
"17269",86140,"paid",2009-07-01
"17270",86144,"paid",2009-07-01
"17271",86148,"not paid",NA
"17272",86159,"paid",2010-03-01
"17273",86167,"paid",2010-04-01
"17274",86174,"paid",2009-08-01
"17275",86175,"paid",2009-07-01
"17276",86178,"paid",2010-06-01
"17277",86181,"not paid",NA
"17278",86198,"paid",2009-10-01
"17279",86209,"not paid",NA
"17280",86216,"paid",2010-03-01
"17281",86217,"paid",2010-03-01
"17282",86220,"paid",2010-03-01
"17283",86221,"paid",2010-04-01
"17284",86222,"not paid",NA
"17285",86223,"paid",2010-02-01
"17286",86234,"paid",2009-07-01
"17287",86236,"not paid",NA
"17288",86239,"paid",2010-09-01
"17289",86240,"not paid",NA
"17290",86241,"paid",2010-09-01
"17291",86245,"not paid",NA
"17292",86246,"paid",2010-03-01
"17293",86253,"not paid",NA
"17294",86256,"not paid",NA
"17295",86258,"paid",2010-03-01
"17296",86262,"paid",2010-03-01
"17297",86270,"paid",2010-09-01
"17298",86275,"paid",2010-03-01
"17299",86278,"paid",2010-03-01
"17300",86289,"paid",2009-12-01
"17301",86291,"paid",2010-03-01
"17302",86292,"paid",2009-12-01
"17303",86295,"paid",2010-09-01
"17304",86299,"paid",2010-09-01
"17305",86301,"paid",2010-03-01
"17306",86303,"paid",2010-03-01
"17307",86314,"paid",2009-12-01
"17308",86315,"paid",2009-09-01
"17309",86322,"not paid",NA
"17310",86323,"not paid",NA
"17311",86324,"paid",2009-09-01
"17312",86328,"paid",2009-08-01
"17313",86330,"paid",2009-12-01
"17314",86331,"paid",2009-12-01
"17315",86332,"paid",2009-08-01
"17316",86339,"paid",2010-01-01
"17317",86347,"paid",2009-05-16
"17318",86351,"paid",2009-09-01
"17319",86354,"paid",2009-07-01
"17320",86357,"not paid",NA
"17321",86363,"paid",2009-12-01
"17322",86364,"paid",2009-12-01
"17323",86368,"not paid",NA
"17324",86369,"paid",2010-03-01
"17325",86370,"paid",2009-08-01
"17326",86379,"paid",2009-09-01
"17327",86385,"paid",2010-03-01
"17328",86396,"paid",2010-01-01
"17329",86398,"paid",2010-01-01
"17330",86399,"paid",2009-12-01
"17331",86400,"paid",2010-03-01
"17332",86401,"paid",2009-12-01
"17333",86406,"paid",2010-03-01
"17334",86407,"paid",2010-09-01
"17335",86408,"not paid",NA
"17336",86415,"paid",2010-04-01
"17337",86416,"not paid",NA
"17338",86425,"paid",2009-11-01
"17339",86429,"paid",2009-11-01
"17340",86437,"paid",2010-03-01
"17341",86444,"not paid",NA
"17342",86450,"paid",2009-08-01
"17343",86451,"paid",2010-02-01
"17344",86452,"paid",2009-08-01
"17345",86453,"paid",2009-09-01
"17346",86454,"paid",2010-02-01
"17347",86460,"not paid",NA
"17348",86473,"not paid",NA
"17349",86475,"paid",2010-03-01
"17350",86476,"paid",2010-03-01
"17351",86479,"paid",2010-02-01
"17352",86483,"paid",2009-09-01
"17353",86485,"paid",2009-09-01
"17354",86487,"paid",2009-06-01
"17355",86507,"paid",2010-09-01
"17356",86509,"paid",2009-12-01
"17357",86511,"paid",2010-09-01
"17358",86518,"paid",2010-03-01
"17359",86524,"not paid",NA
"17360",86528,"not paid",NA
"17361",86534,"paid",2010-03-01
"17362",86536,"paid",2010-01-01
"17363",86540,"paid",2010-01-01
"17364",86541,"paid",2009-11-01
"17365",86543,"paid",2009-12-01
"17366",86544,"paid",2010-02-01
"17367",86545,"paid",2009-11-01
"17368",86550,"paid",2010-03-01
"17369",86551,"paid",2010-03-01
"17370",86556,"paid",2009-09-01
"17371",86561,"paid",2009-09-01
"17372",86586,"paid",2009-08-01
"17373",86587,"paid",2010-03-01
"17374",86589,"paid",2009-11-01
"17375",86591,"paid",2009-10-01
"17376",86594,"paid",2009-11-01
"17377",86602,"paid",2009-11-01
"17378",86604,"paid",2009-11-01
"17379",86606,"paid",2010-03-01
"17380",86607,"paid",2010-02-01
"17381",86608,"paid",2009-09-01
"17382",86610,"paid",2009-09-01
"17383",86611,"paid",2009-07-01
"17384",86622,"paid",2009-09-01
"17385",86629,"paid",2009-08-01
"17386",86630,"paid",2010-02-01
"17387",86632,"paid",2009-11-01
"17388",86639,"paid",2010-02-01
"17389",86653,"paid",2009-09-01
"17390",86659,"paid",2011-02-01
"17391",86667,"paid",2009-06-01
"17392",86671,"paid",2009-11-01
"17393",86678,"paid",2009-11-01
"17394",86682,"paid",2009-09-01
"17395",86686,"paid",2009-11-01
"17396",86690,"paid",2010-07-01
"17397",86692,"paid",2009-09-01
"17398",86698,"paid",2010-11-01
"17399",86699,"not paid",NA
"17400",86701,"paid",2009-09-01
"17401",86702,"not paid",NA
"17402",86703,"paid",2010-09-01
"17403",86705,"not paid",NA
"17404",86707,"not paid",NA
"17405",86708,"not paid",NA
"17406",86709,"not paid",NA
"17407",86715,"not paid",NA
"17408",86719,"not paid",NA
"17409",86720,"paid",2010-04-01
"17410",86723,"paid",2010-04-01
"17411",86726,"paid",2010-09-01
"17412",86728,"paid",2010-04-01
"17413",86733,"not paid",NA
"17414",86735,"paid",2009-09-01
"17415",86743,"paid",2010-02-01
"17416",86748,"paid",2010-03-01
"17417",86751,"paid",2010-03-01
"17418",86755,"paid",2009-09-01
"17419",86759,"paid",2010-03-01
"17420",86761,"paid",2010-03-01
"17421",86763,"paid",2010-03-01
"17422",86768,"paid",2009-10-01
"17423",86777,"paid",2010-04-01
"17424",86781,"paid",2010-03-01
"17425",86782,"paid",2009-11-01
"17426",86783,"paid",2009-11-01
"17427",86786,"paid",2009-11-01
"17428",86791,"paid",2009-07-01
"17429",86795,"paid",2009-07-01
"17430",86800,"paid",2009-11-01
"17431",86806,"paid",2009-07-01
"17432",86811,"paid",2010-03-01
"17433",86813,"paid",2009-09-01
"17434",86817,"paid",2009-09-01
"17435",86818,"paid",2009-09-01
"17436",86823,"paid",2009-09-01
"17437",86828,"paid",2010-03-01
"17438",86830,"paid",2009-08-01
"17439",86834,"paid",2009-06-01
"17440",86845,"paid",2009-06-01
"17441",86849,"paid",2010-03-01
"17442",86854,"paid",2009-06-01
"17443",86858,"paid",2010-03-01
"17444",86860,"paid",2010-11-01
"17445",86880,"paid",2009-07-01
"17446",86881,"paid",2010-02-01
"17447",86890,"paid",2010-02-01
"17448",86892,"paid",2010-09-01
"17449",86928,"paid",2010-01-01
"17450",86937,"not paid",NA
"17451",86938,"paid",2009-09-01
"17452",86957,"not paid",NA
"17453",86958,"paid",2010-01-01
"17454",86965,"not paid",NA
"17455",86975,"paid",2009-10-01
"17456",86977,"not paid",NA
"17457",86979,"paid",2010-03-01
"17458",86980,"paid",2010-02-01
"17459",86981,"paid",2009-12-01
"17460",86982,"paid",2010-01-01
"17461",86983,"paid",2010-01-01
"17462",86989,"paid",2010-01-01
"17463",86990,"paid",2009-09-01
"17464",86992,"paid",2009-09-01
"17465",86993,"paid",2009-09-01
"17466",86995,"paid",2009-09-01
"17467",86999,"paid",2010-03-01
"17468",87009,"not paid",NA
"17469",87011,"paid",2010-03-01
"17470",87017,"paid",2010-03-01
"17471",87023,"paid",2010-03-01
"17472",87035,"paid",2010-03-01
"17473",87039,"paid",2010-03-01
"17474",87055,"paid",2010-03-01
"17475",87056,"paid",2010-03-01
"17476",87058,"paid",2010-03-01
"17477",87059,"paid",2010-03-01
"17478",87066,"paid",2010-03-01
"17479",87086,"not paid",NA
"17480",87089,"paid",2010-01-01
"17481",87094,"paid",2009-09-01
"17482",87100,"paid",2009-07-01
"17483",87107,"paid",2010-03-01
"17484",87108,"paid",2009-08-01
"17485",87119,"paid",2009-08-01
"17486",87125,"paid",2009-07-01
"17487",87127,"paid",2009-07-01
"17488",87136,"paid",2009-08-01
"17489",87139,"paid",2009-11-01
"17490",87143,"paid",2009-07-01
"17491",87145,"paid",2009-07-01
"17492",87155,"paid",2009-11-01
"17493",87158,"paid",2009-11-01
"17494",87159,"paid",2009-12-01
"17495",87160,"paid",2009-09-01
"17496",87166,"paid",2009-09-01
"17497",87172,"paid",2009-09-01
"17498",87174,"paid",2009-07-01
"17499",87177,"paid",2009-09-01
"17500",87185,"paid",2009-07-01
"17501",87186,"paid",2009-09-01
"17502",87187,"paid",2009-08-01
"17503",87189,"paid",2010-07-01
"17504",87198,"paid",2009-07-01
"17505",87203,"paid",2009-08-01
"17506",87205,"paid",2009-09-01
"17507",87207,"paid",2010-03-01
"17508",87208,"paid",2009-09-01
"17509",87210,"not paid",NA
"17510",87221,"paid",2010-04-01
"17511",87225,"paid",2010-06-01
"17512",87226,"paid",2010-06-01
"17513",87238,"paid",2010-03-01
"17514",87242,"paid",2010-03-01
"17515",87251,"paid",2010-04-01
"17516",87254,"paid",2010-04-01
"17517",87255,"paid",2010-07-01
"17518",87261,"paid",2009-08-01
"17519",87263,"paid",2010-04-01
"17520",87274,"paid",2010-03-01
"17521",87277,"paid",2010-04-01
"17522",87282,"paid",2010-04-01
"17523",87286,"paid",2010-03-01
"17524",87289,"paid",2010-04-01
"17525",87291,"paid",2009-08-01
"17526",87292,"paid",2009-09-01
"17527",87320,"paid",2009-11-01
"17528",87325,"paid",2010-06-01
"17529",87326,"not paid",NA
"17530",87329,"paid",2009-07-01
"17531",87332,"paid",2010-03-01
"17532",87333,"paid",2009-07-01
"17533",87345,"paid",2009-09-01
"17534",87358,"paid",2009-07-01
"17535",87359,"paid",2010-01-01
"17536",87361,"paid",2010-04-01
"17537",87363,"paid",2010-04-01
"17538",87367,"paid",2010-03-01
"17539",87370,"paid",2010-03-01
"17540",87373,"paid",2010-03-01
"17541",87377,"paid",2010-03-01
"17542",87380,"paid",2010-09-01
"17543",87390,"paid",2010-09-01
"17544",87395,"paid",2010-09-01
"17545",87401,"paid",2010-04-01
"17546",87404,"paid",2010-03-01
"17547",87413,"paid",2010-03-01
"17548",87420,"paid",2010-03-01
"17549",87424,"paid",2010-03-01
"17550",87432,"paid",2010-03-01
"17551",87438,"paid",2009-09-01
"17552",87440,"paid",2010-03-01
"17553",87446,"paid",2010-03-01
"17554",87456,"paid",2009-09-01
"17555",87457,"paid",2010-04-01
"17556",87458,"paid",2010-01-01
"17557",87460,"paid",2011-04-01
"17558",87461,"paid",2009-09-01
"17559",87463,"paid",2009-10-01
"17560",87468,"paid",2010-04-01
"17561",87469,"paid",2010-04-01
"17562",87472,"paid",2009-09-01
"17563",87473,"paid",2009-09-01
"17564",87481,"paid",2010-03-01
"17565",87487,"paid",2010-03-01
"17566",87490,"paid",2011-03-01
"17567",87496,"paid",2010-03-01
"17568",87498,"not paid",NA
"17569",87501,"paid",2009-07-01
"17570",87503,"paid",2009-07-01
"17571",87504,"paid",2010-04-01
"17572",87505,"paid",2010-04-01
"17573",87507,"paid",2009-05-16
"17574",87509,"paid",2009-05-16
"17575",87513,"paid",2009-06-01
"17576",87518,"paid",2009-06-01
"17577",87527,"paid",2010-03-01
"17578",87532,"paid",2010-03-01
"17579",87533,"not paid",NA
"17580",87534,"paid",2011-03-01
"17581",87535,"paid",2010-03-01
"17582",87536,"paid",2010-03-01
"17583",87537,"paid",2009-12-01
"17584",87543,"paid",2010-04-01
"17585",87556,"paid",2010-04-01
"17586",87565,"not paid",NA
"17587",87570,"paid",2010-04-01
"17588",87577,"paid",2009-11-01
"17589",87578,"paid",2009-08-01
"17590",87582,"paid",2009-08-01
"17591",87585,"paid",2009-11-01
"17592",87595,"paid",2010-04-01
"17593",87596,"not paid",NA
"17594",87608,"paid",2009-07-01
"17595",87610,"not paid",NA
"17596",87613,"paid",2009-08-01
"17597",87619,"paid",2009-09-01
"17598",87621,"not paid",NA
"17599",87627,"paid",2010-10-01
"17600",87629,"paid",2009-12-01
"17601",87634,"paid",2009-09-01
"17602",87635,"paid",2010-10-01
"17603",87639,"paid",2010-10-01
"17604",87641,"paid",2009-09-01
"17605",87646,"not paid",NA
"17606",87650,"paid",2009-11-01
"17607",87656,"paid",2009-11-01
"17608",87657,"paid",2009-10-01
"17609",87660,"paid",2009-11-01
"17610",87668,"paid",2009-11-01
"17611",87670,"paid",2009-11-01
"17612",87677,"paid",2009-09-01
"17613",87707,"paid",2010-09-01
"17614",87721,"paid",2010-07-01
"17615",87722,"paid",2010-03-01
"17616",87724,"paid",2010-05-01
"17617",87729,"paid",2010-09-01
"17618",87736,"paid",2009-09-01
"17619",87740,"paid",2010-03-01
"17620",87757,"paid",2010-03-01
"17621",87759,"paid",2010-04-01
"17622",87760,"paid",2010-04-01
"17623",87769,"paid",2009-10-01
"17624",87772,"paid",2009-10-01
"17625",87778,"paid",2010-07-01
"17626",87779,"paid",2010-04-01
"17627",87784,"paid",2010-04-01
"17628",87787,"paid",2009-09-01
"17629",87788,"paid",2009-07-01
"17630",87791,"paid",2009-07-01
"17631",87793,"paid",2009-11-01
"17632",87795,"paid",2009-10-01
"17633",87799,"paid",2009-12-01
"17634",87802,"paid",2010-07-01
"17635",87803,"paid",2010-04-01
"17636",87804,"paid",2009-12-01
"17637",87806,"paid",2010-07-01
"17638",87809,"paid",2009-12-01
"17639",87816,"paid",2009-11-01
"17640",87820,"paid",2009-11-01
"17641",87830,"not paid",NA
"17642",87831,"paid",2009-11-01
"17643",87834,"paid",2009-11-01
"17644",87835,"paid",2009-11-01
"17645",87843,"paid",2010-02-01
"17646",87851,"paid",2009-11-01
"17647",87867,"not paid",NA
"17648",87892,"not paid",NA
"17649",87902,"paid",2009-09-01
"17650",87903,"paid",2009-09-01
"17651",87906,"paid",2009-09-01
"17652",87919,"paid",2009-09-01
"17653",87921,"paid",2009-07-01
"17654",87922,"paid",2009-07-01
"17655",87924,"paid",2010-03-01
"17656",87926,"paid",2009-07-01
"17657",87927,"paid",2009-07-01
"17658",87932,"paid",2010-01-01
"17659",87947,"paid",2009-08-01
